school_name,school_code,region,district,level,ownership
Manchira,,Mara,Serengeti,Secondary,
Mapinduzi,,Mara,Serengeti,Secondary,
Merenga,,Mara,Serengeti,Secondary,
Mosongo,,Mara,Serengeti,Secondary,
Mugumu,,Mara,Serengeti,Secondary,
Musati,,Mara,Serengeti,Secondary,
Nagusi,,Mara,Serengeti,Secondary,
Natta,,Mara,Serengeti,Secondary,
Ngarawani,,Mara,Serengeti,Secondary,
Ngoreme,,Mara,Serengeti,Secondary,
Nyambureti,,Mara,Serengeti,Secondary,
Nyamburi,,Mara,Serengeti,Secondary,
Nyamoko,,Mara,Serengeti,Secondary,
Nyansurura,,Mara,Serengeti,Secondary,
Nyichoka,,Mara,Serengeti,Secondary,
Rigicha,,Mara,Serengeti,Secondary,
Ringwani,,Mara,Serengeti,Secondary,
Robanda,,Mara,Serengeti,Secondary,
Sedeco,,Mara,Serengeti,Secondary,
Serengeti,,Mara,Serengeti,Secondary,
Somoche,,Mara,Serengeti,Secondary,
Borega,,Mara,Tarime Dc,Secondary,
Bukenye,,Mara,Tarime Dc,Secondary,
Bungurere,,Mara,Tarime Dc,Secondary,
Bwirege,,Mara,Tarime Dc,Secondary,
Ganyange,,Mara,Tarime Dc,Secondary,
Genge,,Mara,Tarime Dc,Secondary,
Gibaso,,Mara,Tarime Dc,Secondary,
Goronga,,Mara,Tarime Dc,Secondary,
Inchage,,Mara,Tarime Dc,Secondary,
Inchugu,,Mara,Tarime Dc,Secondary,
Ingwe,,Mara,Tarime Dc,Secondary,
Itiryo,,Mara,Tarime Dc,Secondary,
J K Nyerere,,Mara,Tarime Dc,Secondary,
Kangariani,,Mara,Tarime Dc,Secondary,
Kebogwe,,Mara,Tarime Dc,Secondary,
Kemakorere,,Mara,Tarime Dc,Secondary,
Kemambo,,Mara,Tarime Dc,Secondary,
Kewamamba,,Mara,Tarime Dc,Secondary,
Kibasuka,,Mara,Tarime Dc,Secondary,
Kitawasi,,Mara,Tarime Dc,Secondary,
Korotambe,,Mara,Tarime Dc,Secondary,
Kurumwa,,Mara,Tarime Dc,Secondary,
Magoto,,Mara,Tarime Dc,Secondary,
Manga,,Mara,Tarime Dc,Secondary,
Matongo,,Mara,Tarime Dc,Secondary,
Mbogi,,Mara,Tarime Dc,Secondary,
Muriba,,Mara,Tarime Dc,Secondary,
Mwema,,Mara,Tarime Dc,Secondary,
Nkerege,,Mara,Tarime Dc,Secondary,
Nyabichune,,Mara,Tarime Dc,Secondary,
Nyabirongo,,Mara,Tarime Dc,Secondary,
Nyaibara,,Mara,Tarime Dc,Secondary,
Nyamongo,,Mara,Tarime Dc,Secondary,
Nyamwaga,,Mara,Tarime Dc,Secondary,
Nyamwigura,,Mara,Tarime Dc,Secondary,
Nyansisine,,Mara,Tarime Dc,Secondary,
Nyantira,,Mara,Tarime Dc,Secondary,
Nyanungu,,Mara,Tarime Dc,Secondary,
Nyarero,,Mara,Tarime Dc,Secondary,
Regicheri,,Mara,Tarime Dc,Secondary,
Sirari,,Mara,Tarime Dc,Secondary,
Bomani,,Mara,Tarime Tc,Secondary,
Iganana,,Mara,Tarime Tc,Secondary,
Kenyamanyori,,Mara,Tarime Tc,Secondary,
Mogabiri,,Mara,Tarime Tc,Secondary,
Nkende,,Mara,Tarime Tc,Secondary,
Nkongore,,Mara,Tarime Tc,Secondary,
Nyamisangura,,Mara,Tarime Tc,Secondary,
Nyandoto,,Mara,Tarime Tc,Secondary,
Rebu,,Mara,Tarime Tc,Secondary,
Tagota,,Mara,Tarime Tc,Secondary,
Tarime,,Mara,Tarime Tc,Secondary,
Turwa Shule Ya,,Mara,Tarime Tc,Secondary,
Busokelo Boys,,Mbeya,Busokelo,Secondary,
Busokelo Girls,,Mbeya,Busokelo,Secondary,
Ikapu,,Mbeya,Busokelo,Secondary,
Isange,,Mbeya,Busokelo,Secondary,
Kabula,,Mbeya,Busokelo,Secondary,
Kifunda,,Mbeya,Busokelo,Secondary,
Kisegese,,Mbeya,Busokelo,Secondary,
Kyejo,,Mbeya,Busokelo,Secondary,
Lufilyo,,Mbeya,Busokelo,Secondary,
Luteba,,Mbeya,Busokelo,Secondary,
Lwangwa,,Mbeya,Busokelo,Secondary,
Mbigili,,Mbeya,Busokelo,Secondary,
Mpata,,Mbeya,Busokelo,Secondary,
Mwakaleli,,Mbeya,Busokelo,Secondary,
Mwatisi,,Mbeya,Busokelo,Secondary,
Mzalendo,,Mbeya,Busokelo,Secondary,
Ndembo,,Mbeya,Busokelo,Secondary,
Ntaba,,Mbeya,Busokelo,Secondary,
Selya,,Mbeya,Busokelo,Secondary,
Chalangwa,,Mbeya,Chunya Dc,Secondary,
Chokaa,,Mbeya,Chunya Dc,Secondary,
Ifumbo,,Mbeya,Chunya Dc,Secondary,
Isangawana,,Mbeya,Chunya Dc,Secondary,
Isenyela,,Mbeya,Chunya Dc,Secondary,
Itewe,,Mbeya,Chunya Dc,Secondary,
Kipoka,,Mbeya,Chunya Dc,Secondary,
Kiwanja,,Mbeya,Chunya Dc,Secondary,
Lupa,,Mbeya,Chunya Dc,Secondary,
Makalla,,Mbeya,Chunya Dc,Secondary,
Makongolosi,,Mbeya,Chunya Dc,Secondary,
Mtande,,Mbeya,Chunya Dc,Secondary,
Mtanila,,Mbeya,Chunya Dc,Secondary,
Sangambi,,Mbeya,Chunya Dc,Secondary,
Bujonde,,Mbeya,Kyela Dc,Secondary,
Busale,,Mbeya,Kyela Dc,Secondary,
Ikama,,Mbeya,Kyela Dc,Secondary,
Ikimba,,Mbeya,Kyela Dc,Secondary,
Ikolo,,Mbeya,Kyela Dc,Secondary,
Ipande,,Mbeya,Kyela Dc,Secondary,
Ipinda,,Mbeya,Kyela Dc,Secondary,
Itope,,Mbeya,Kyela Dc,Secondary,
Itunge,,Mbeya,Kyela Dc,Secondary,
Kafundo,,Mbeya,Kyela Dc,Secondary,
Kajunjumele,,Mbeya,Kyela Dc,Secondary,
Katumbasongwe,,Mbeya,Kyela Dc,Secondary,
Kiwira Coal Mine,,Mbeya,Kyela Dc,Secondary,
Kyela,,Mbeya,Kyela Dc,Secondary,
Lusungo,,Mbeya,Kyela Dc,Secondary,
Makwale,,Mbeya,Kyela Dc,Secondary,
Masukila,,Mbeya,Kyela Dc,Secondary,
Matema Beach,,Mbeya,Kyela Dc,Secondary,
Mwakilima,,Mbeya,Kyela Dc,Secondary,
Mwaya,,Mbeya,Kyela Dc,Secondary,
Ndobo,,Mbeya,Kyela Dc,Secondary,
Ngonga,,Mbeya,Kyela Dc,Secondary,
Njisi,,Mbeya,Kyela Dc,Secondary,
Nkuyu,,Mbeya,Kyela Dc,Secondary,
Nyasa Lake Shore,,Mbeya,Kyela Dc,Secondary,
Gwili,,Mbeya,Mbarali Dc,Secondary,
Haroon Mulla Pirmohamed,,Mbeya,Mbarali Dc,Secondary,
Igava,,Mbeya,Mbarali Dc,Secondary,
Igomelo,,Mbeya,Mbarali Dc,Secondary,
Ihanga Mbarali,,Mbeya,Mbarali Dc,Secondary,
Imalilo Songwe,,Mbeya,Mbarali Dc,Secondary,
Ipwani,,Mbeya,Mbarali Dc,Secondary,
Itamboleo,,Mbeya,Mbarali Dc,Secondary,
Jakaya,,Mbeya,Mbarali Dc,Secondary,
Kapunga,,Mbeya,Mbarali Dc,Secondary,
Madibira,,Mbeya,Mbarali Dc,Secondary,
Malenga,,Mbeya,Mbarali Dc,Secondary,
Mapogoro,,Mbeya,Mbarali Dc,Secondary,
Mawindi,,Mbeya,Mbarali Dc,Secondary,
Mbarali,,Mbeya,Mbarali Dc,Secondary,
Mengele,,Mbeya,Mbarali Dc,Secondary,
Miyombweni,,Mbeya,Mbarali Dc,Secondary,
Mshikamano,,Mbeya,Mbarali Dc,Secondary,
Muwale,,Mbeya,Mbarali Dc,Secondary,
Mwakaganga,,Mbeya,Mbarali Dc,Secondary,
Mwatenga,,Mbeya,Mbarali Dc,Secondary,
Nyamakuyu,,Mbeya,Mbarali Dc,Secondary,
Ruiwa,,Mbeya,Mbarali Dc,Secondary,
Rujewa,,Mbeya,Mbarali Dc,Secondary,
Uhahi,,Mbeya,Mbarali Dc,Secondary,
Utengule Usangu,,Mbeya,Mbarali Dc,Secondary,
Dr Tulia Ackson,,Mbeya,Mbeya Cc,Secondary,
Forest,,Mbeya,Mbeya Cc,Secondary,
Hayombo,,Mbeya,Mbeya Cc,Secondary,
Iduda,,Mbeya,Mbeya Cc,Secondary,
Iganzo,,Mbeya,Mbeya Cc,Secondary,
Ihanga,,Mbeya,Mbeya Cc,Secondary,
Ikulu,,Mbeya,Mbeya Cc,Secondary,
Ilomba,,Mbeya,Mbeya Cc,Secondary,
Isyesye,,Mbeya,Mbeya Cc,Secondary,
Itagano,,Mbeya,Mbeya Cc,Secondary,
Itezi,,Mbeya,Mbeya Cc,Secondary,
Itiji,,Mbeya,Mbeya Cc,Secondary,
Iwambi,,Mbeya,Mbeya Cc,Secondary,
Iyela,,Mbeya,Mbeya Cc,Secondary,
Iyunga,,Mbeya,Mbeya Cc,Secondary,
Kalobe,,Mbeya,Mbeya Cc,Secondary,
Legico,,Mbeya,Mbeya Cc,Secondary,
Loleza,,Mbeya,Mbeya Cc,Secondary,
Lupeta,,Mbeya,Mbeya Cc,Secondary,
Lyoto,,Mbeya,Mbeya Cc,Secondary,
Mabasimi,,Mbeya,Mbeya Cc,Secondary,
Maziwa,,Mbeya,Mbeya Cc,Secondary,
Mbeya,,Mbeya,Mbeya Cc,Secondary,
Mponja,,Mbeya,Mbeya Cc,Secondary,
Mwakibete,,Mbeya,Mbeya Cc,Secondary,
Mwasanga,,Mbeya,Mbeya Cc,Secondary,
Mwasenkwa,,Mbeya,Mbeya Cc,Secondary,
Nsenga,,Mbeya,Mbeya Cc,Secondary,
Nsoho,,Mbeya,Mbeya Cc,Secondary,
Nzondahaki,,Mbeya,Mbeya Cc,Secondary,
Old Airport,,Mbeya,Mbeya Cc,Secondary,
Pankumbi,,Mbeya,Mbeya Cc,Secondary,
Samora Machel,,Mbeya,Mbeya Cc,Secondary,
Sinde,,Mbeya,Mbeya Cc,Secondary,
Stella Farm,,Mbeya,Mbeya Cc,Secondary,
Uyole,,Mbeya,Mbeya Cc,Secondary,
Wigamba,,Mbeya,Mbeya Cc,Secondary,
Galijembe,,Mbeya,Mbeya Dc,Secondary,
Horongo,,Mbeya,Mbeya Dc,Secondary,
Ihango,,Mbeya,Mbeya Dc,Secondary,
Ikhoho,,Mbeya,Mbeya Dc,Secondary,
Ikukwa,,Mbeya,Mbeya Dc,Secondary,
Ilembo,,Mbeya,Mbeya Dc,Secondary,
Ilunga,,Mbeya,Mbeya Dc,Secondary,
Ilungu,,Mbeya,Mbeya Dc,Secondary,
Imezu,,Mbeya,Mbeya Dc,Secondary,
Isuto,,Mbeya,Mbeya Dc,Secondary,
Itala,,Mbeya,Mbeya Dc,Secondary,
Iwalanje,,Mbeya,Mbeya Dc,Secondary,
Iwiji,,Mbeya,Mbeya Dc,Secondary,
Iwindi,,Mbeya,Mbeya Dc,Secondary,
Iyawaya,,Mbeya,Mbeya Dc,Secondary,
Iyelanyala,,Mbeya,Mbeya Dc,Secondary,
Izyira,,Mbeya,Mbeya Dc,Secondary,
Juhudi Usongwe,,Mbeya,Mbeya Dc,Secondary,
Malama,,Mbeya,Mbeya Dc,Secondary,
Malowe,,Mbeya,Mbeya Dc,Secondary,
Mpesu,,Mbeya,Mbeya Dc,Secondary,
Mshewe,,Mbeya,Mbeya Dc,Secondary,
Mwakipesile,,Mbeya,Mbeya Dc,Secondary,
Mwaselela,,Mbeya,Mbeya Dc,Secondary,
Mwashiwawala,,Mbeya,Mbeya Dc,Secondary,
Nsalala,,Mbeya,Mbeya Dc,Secondary,
Nsongwi Juu,,Mbeya,Mbeya Dc,Secondary,
Santilya,,Mbeya,Mbeya Dc,Secondary,
Sasyaka,,Mbeya,Mbeya Dc,Secondary,
Shibolya,,Mbeya,Mbeya Dc,Secondary,
Shisyete,,Mbeya,Mbeya Dc,Secondary,
Songwe,,Mbeya,Mbeya Dc,Secondary,
Swaya,,Mbeya,Mbeya Dc,Secondary,
Teule,,Mbeya,Mbeya Dc,Secondary,
Usongwe,,Mbeya,Mbeya Dc,Secondary,
Yalawe,,Mbeya,Mbeya Dc,Secondary,
Bujela,,Mbeya,Rungwe Dc,Secondary,
Bujinga,,Mbeya,Rungwe Dc,Secondary,
Bulyaga,,Mbeya,Rungwe Dc,Secondary,
Ikuti,,Mbeya,Rungwe Dc,Secondary,
Ilima,,Mbeya,Rungwe Dc,Secondary,
Iponjola,,Mbeya,Rungwe Dc,Secondary,
Isongole,,Mbeya,Rungwe Dc,Secondary,
Itagata,,Mbeya,Rungwe Dc,Secondary,
Kalengo,,Mbeya,Rungwe Dc,Secondary,
Kapugi,,Mbeya,Rungwe Dc,Secondary,
Kayuki,,Mbeya,Rungwe Dc,Secondary,
Kigugu,,Mbeya,Rungwe Dc,Secondary,
Kikota,,Mbeya,Rungwe Dc,Secondary,
Kimammpe,,Mbeya,Rungwe Dc,Secondary,
Kinyala,,Mbeya,Rungwe Dc,Secondary,
Kisiba,,Mbeya,Rungwe Dc,Secondary,
Kisondela,,Mbeya,Rungwe Dc,Secondary,
Kiwira,,Mbeya,Rungwe Dc,Secondary,
Kyimo,,Mbeya,Rungwe Dc,Secondary,
Kyobo,,Mbeya,Rungwe Dc,Secondary,
Lufingo,,Mbeya,Rungwe Dc,Secondary,
Lupoto,,Mbeya,Rungwe Dc,Secondary,
Masoko,,Mbeya,Rungwe Dc,Secondary,
Masukulu,,Mbeya,Rungwe Dc,Secondary,
Mpandapanda,,Mbeya,Rungwe Dc,Secondary,
Mpuguso,,Mbeya,Rungwe Dc,Secondary,
Ndanto,,Mbeya,Rungwe Dc,Secondary,
Ndembela One,,Mbeya,Rungwe Dc,Secondary,
Nkunga,,Mbeya,Rungwe Dc,Secondary,
Rungwe,,Mbeya,Rungwe Dc,Secondary,
Suma,,Mbeya,Rungwe Dc,Secondary,
Tukuyu,,Mbeya,Rungwe Dc,Secondary,
Ukukwe,,Mbeya,Rungwe Dc,Secondary,
Ziwangosi,,Mbeya,Rungwe Dc,Secondary,
A M Shabiby,,Morogoro,Gairo Dc,Secondary,
Chagongwe,,Morogoro,Gairo Dc,Secondary,
Chakwale,,Morogoro,Gairo Dc,Secondary,
Chakwale Chigage,,Morogoro,Gairo Dc,Secondary,
Chanjale,,Morogoro,Gairo Dc,Secondary,
Gairo,,Morogoro,Gairo Dc,Secondary,
Idibo,,Morogoro,Gairo Dc,Secondary,
Iyogwe,,Morogoro,Gairo Dc,Secondary,
Kibedya,,Morogoro,Gairo Dc,Secondary,
Majembwe,,Morogoro,Gairo Dc,Secondary,
Mkalama,,Morogoro,Gairo Dc,Secondary,
Njungwa,,Morogoro,Gairo Dc,Secondary,
Nongwe,,Morogoro,Gairo Dc,Secondary,
Rubeho,,Morogoro,Gairo Dc,Secondary,
Sekwao,,Morogoro,Gairo Dc,Secondary,
Abubakar Asenga,,Morogoro,Ifakara Tc,Secondary,
Bokela,,Morogoro,Ifakara Tc,Secondary,
Cane Growers,,Morogoro,Ifakara Tc,Secondary,
Ifakara,,Morogoro,Ifakara Tc,Secondary,
Kalunga,,Morogoro,Ifakara Tc,Secondary,
Katindiuka,,Morogoro,Ifakara Tc,Secondary,
Kibaoni,,Morogoro,Ifakara Tc,Secondary,
Kidatu,,Morogoro,Ifakara Tc,Secondary,
Kilombero,,Morogoro,Ifakara Tc,Secondary,
Kiyongwile,,Morogoro,Ifakara Tc,Secondary,
Kwashungu,,Morogoro,Ifakara Tc,Secondary,
Lumemo,,Morogoro,Ifakara Tc,Secondary,
Lungongole,,Morogoro,Ifakara Tc,Secondary,
Mahutanga,,Morogoro,Ifakara Tc,Secondary,
Mangula,,Morogoro,Ifakara Tc,Secondary,
Mbasa,,Morogoro,Ifakara Tc,Secondary,
Mhelule,,Morogoro,Ifakara Tc,Secondary,
Mlabani,,Morogoro,Ifakara Tc,Secondary,
Mwanihana,,Morogoro,Ifakara Tc,Secondary,
Nyandeo,,Morogoro,Ifakara Tc,Secondary,
Nyange,,Morogoro,Ifakara Tc,Secondary,
Sanje,,Morogoro,Ifakara Tc,Secondary,
Signal,,Morogoro,Ifakara Tc,Secondary,
Chinganda,,Morogoro,Kilombero Dc,Secondary,
Chisano,,Morogoro,Kilombero Dc,Secondary,
Chita,,Morogoro,Kilombero Dc,Secondary,
Chiwachiwa,,Morogoro,Kilombero Dc,Secondary,
Ikuke,,Morogoro,Kilombero Dc,Secondary,
Kalengakelu,,Morogoro,Kilombero Dc,Secondary,
Kamwene,,Morogoro,Kilombero Dc,Secondary,
Kiberege,,Morogoro,Kilombero Dc,Secondary,
Kiburubutu,,Morogoro,Kilombero Dc,Secondary,
Kisawasawa,,Morogoro,Kilombero Dc,Secondary,
Londo,,Morogoro,Kilombero Dc,Secondary,
Masagati,,Morogoro,Kilombero Dc,Secondary,
Matema,,Morogoro,Kilombero Dc,Secondary,
Matundu Hill,,Morogoro,Kilombero Dc,Secondary,
Mbingu,,Morogoro,Kilombero Dc,Secondary,
Mchombe,,Morogoro,Kilombero Dc,Secondary,
Merera,,Morogoro,Kilombero Dc,Secondary,
Miembeni,,Morogoro,Kilombero Dc,Secondary,
Mlimba Day,,Morogoro,Kilombero Dc,Secondary,
Mofu,,Morogoro,Kilombero Dc,Secondary,
Mutenga,,Morogoro,Kilombero Dc,Secondary,
Nakaguru,,Morogoro,Kilombero Dc,Secondary,
Namwawala,,Morogoro,Kilombero Dc,Secondary,
Ngai,,Morogoro,Kilombero Dc,Secondary,
Tree Farms,,Morogoro,Kilombero Dc,Secondary,
Uchindile,,Morogoro,Kilombero Dc,Secondary,
Chanzuru,,Morogoro,Kilosa Dc,Secondary,
Dakawa,,Morogoro,Kilosa Dc,Secondary,
Dakawa Mazoezi,,Morogoro,Kilosa Dc,Secondary,
Dendego,,Morogoro,Kilosa Dc,Secondary,
Dumila,,Morogoro,Kilosa Dc,Secondary,
Gongwe,,Morogoro,Kilosa Dc,Secondary,
Iwemba,,Morogoro,Kilosa Dc,Secondary,
Kidete Day,,Morogoro,Kilosa Dc,Secondary,
Kidodi,,Morogoro,Kilosa Dc,Secondary,
Kilangali,,Morogoro,Kilosa Dc,Secondary,
Kilosa,,Morogoro,Kilosa Dc,Secondary,
Kimamba,,Morogoro,Kilosa Dc,Secondary,
Kisanga,,Morogoro,Kilosa Dc,Secondary,
Kitete,,Morogoro,Kilosa Dc,Secondary,
Kutukutu,,Morogoro,Kilosa Dc,Secondary,
Lumbiji,,Morogoro,Kilosa Dc,Secondary,
Lumuma,,Morogoro,Kilosa Dc,Secondary,
Lyahira,,Morogoro,Kilosa Dc,Secondary,
Mabula,,Morogoro,Kilosa Dc,Secondary,
Mabwerebwere,,Morogoro,Kilosa Dc,Secondary,
Magole,,Morogoro,Kilosa Dc,Secondary,
Magubike,,Morogoro,Kilosa Dc,Secondary,
Mamboya,,Morogoro,Kilosa Dc,Secondary,
Masanze,,Morogoro,Kilosa Dc,Secondary,
Mati,,Morogoro,Kilosa Dc,Secondary,
Mazinyungu,,Morogoro,Kilosa Dc,Secondary,
Mbumi,,Morogoro,Kilosa Dc,Secondary,
Mgugu,,Morogoro,Kilosa Dc,Secondary,
Mikumi,,Morogoro,Kilosa Dc,Secondary,
Mkulo,,Morogoro,Kilosa Dc,Secondary,
Msowero,,Morogoro,Kilosa Dc,Secondary,
Mtumbatu,,Morogoro,Kilosa Dc,Secondary,
Mwega,,Morogoro,Kilosa Dc,Secondary,
Parakuyo,,Morogoro,Kilosa Dc,Secondary,
Rudewa,,Morogoro,Kilosa Dc,Secondary,
Ruhembe,,Morogoro,Kilosa Dc,Secondary,
Ukwiva,,Morogoro,Kilosa Dc,Secondary,
Ulelingombe,,Morogoro,Kilosa Dc,Secondary,
Vidunda,,Morogoro,Kilosa Dc,Secondary,
Zombo,,Morogoro,Kilosa Dc,Secondary,
Biro,,Morogoro,Malinyi Dc,Secondary,
Igawa,,Morogoro,Malinyi Dc,Secondary,
Itete,,Morogoro,Malinyi Dc,Secondary,
Kilosampepo,,Morogoro,Malinyi Dc,Secondary,
Kipingo,,Morogoro,Malinyi Dc,Secondary,
Malinyi,,Morogoro,Malinyi Dc,Secondary,
Mtimbira,,Morogoro,Malinyi Dc,Secondary,
Ngoheranga,,Morogoro,Malinyi Dc,Secondary,
Njiwa,,Morogoro,Malinyi Dc,Secondary,
Sofi,,Morogoro,Malinyi Dc,Secondary,
Usangule,,Morogoro,Malinyi Dc,Secondary,
Bwakira Chini,,Morogoro,Morogoro Dc,Secondary,
Bwakira Juu,,Morogoro,Morogoro Dc,Secondary,
Fatemi,,Morogoro,Morogoro Dc,Secondary,
Gwata,,Morogoro,Morogoro Dc,Secondary,
Kibogwa,,Morogoro,Morogoro Dc,Secondary,
Kibungo Juu,,Morogoro,Morogoro Dc,Secondary,
Kinole,,Morogoro,Morogoro Dc,Secondary,
Kiroka,,Morogoro,Morogoro Dc,Secondary,
Kisaki,,Morogoro,Morogoro Dc,Secondary,
Kisemu,,Morogoro,Morogoro Dc,Secondary,
Kizagila,,Morogoro,Morogoro Dc,Secondary,
Kolero,,Morogoro,Morogoro Dc,Secondary,
Lundi,,Morogoro,Morogoro Dc,Secondary,
Matombo,,Morogoro,Morogoro Dc,Secondary,
Matuli,,Morogoro,Morogoro Dc,Secondary,
Mikese,,Morogoro,Morogoro Dc,Secondary,
Milengwe,,Morogoro,Morogoro Dc,Secondary,
Mkulazi,,Morogoro,Morogoro Dc,Secondary,
Mkuyuni,,Morogoro,Morogoro Dc,Secondary,
Mtombozi,,Morogoro,Morogoro Dc,Secondary,
Mvuha,,Morogoro,Morogoro Dc,Secondary,
Nelson Mandela,,Morogoro,Morogoro Dc,Secondary,
Ngerengere,,Morogoro,Morogoro Dc,Secondary,
Selembala,,Morogoro,Morogoro Dc,Secondary,
Singisa,,Morogoro,Morogoro Dc,Secondary,
Tawa,,Morogoro,Morogoro Dc,Secondary,
Tegetero,,Morogoro,Morogoro Dc,Secondary,
Tomondo,,Morogoro,Morogoro Dc,Secondary,
Tununguo,,Morogoro,Morogoro Dc,Secondary,
Bondwa,,Morogoro,Morogoro Mc,Secondary,
Bungodimwe,,Morogoro,Morogoro Mc,Secondary,
Kauzeni,,Morogoro,Morogoro Mc,Secondary,
Kayenzi,,Morogoro,Morogoro Mc,Secondary,
Kihonda,,Morogoro,Morogoro Mc,Secondary,
Kilakala,,Morogoro,Morogoro Mc,Secondary,
Kingalu,,Morogoro,Morogoro Mc,Secondary,
Kingo,,Morogoro,Morogoro Mc,Secondary,
Kingolwira,,Morogoro,Morogoro Mc,Secondary,
Kola Hill,,Morogoro,Morogoro Mc,Secondary,
Lupanga,,Morogoro,Morogoro Mc,Secondary,
Mafiga,,Morogoro,Morogoro Mc,Secondary,
Mazimbu,,Morogoro,Morogoro Mc,Secondary,
Mbuyuni Modern,,Morogoro,Morogoro Mc,Secondary,
Mgulasi,,Morogoro,Morogoro Mc,Secondary,
Mji Mpya,,Morogoro,Morogoro Mc,Secondary,
Mkundi Mlimani,,Morogoro,Morogoro Mc,Secondary,
Morogoro,,Morogoro,Morogoro Mc,Secondary,
Mwembesongo,,Morogoro,Morogoro Mc,Secondary,
Nanenane,,Morogoro,Morogoro Mc,Secondary,
Sua,,Morogoro,Morogoro Mc,Secondary,
Sumaye,,Morogoro,Morogoro Mc,Secondary,
Tubuyu,,Morogoro,Morogoro Mc,Secondary,
Tungi Estate,,Morogoro,Morogoro Mc,Secondary,
Tushikamane,,Morogoro,Morogoro Mc,Secondary,
Uluguru,,Morogoro,Morogoro Mc,Secondary,
Uwanja Wa Taifa,,Morogoro,Morogoro Mc,Secondary,
Bunduki,,Morogoro,Mvomero Dc,Secondary,
Diongoya,,Morogoro,Mvomero Dc,Secondary,
Doma,,Morogoro,Mvomero Dc,Secondary,
Hembeti,,Morogoro,Mvomero Dc,Secondary,
Kanga Hill,,Morogoro,Mvomero Dc,Secondary,
Kikeo,,Morogoro,Mvomero Dc,Secondary,
Kipera,,Morogoro,Mvomero Dc,Secondary,
Langali,,Morogoro,Mvomero Dc,Secondary,
Lusanga,,Morogoro,Mvomero Dc,Secondary,
Maskati,,Morogoro,Mvomero Dc,Secondary,
Mela,,Morogoro,Mvomero Dc,Secondary,
Melela,,Morogoro,Mvomero Dc,Secondary,
Mgeta,,Morogoro,Mvomero Dc,Secondary,
Mongola,,Morogoro,Mvomero Dc,Secondary,
Mtibwa,,Morogoro,Mvomero Dc,Secondary,
Murad Saddiq,,Morogoro,Mvomero Dc,Secondary,
Mvomero,,Morogoro,Mvomero Dc,Secondary,
Mzumbe,,Morogoro,Mvomero Dc,Secondary,
Nassoro Seif,,Morogoro,Mvomero Dc,Secondary,
Ndole,,Morogoro,Mvomero Dc,Secondary,
Sokoine Memorial,,Morogoro,Mvomero Dc,Secondary,
Sungaji,,Morogoro,Mvomero Dc,Secondary,
Tchenzema,,Morogoro,Mvomero Dc,Secondary,
Ungulu,,Morogoro,Mvomero Dc,Secondary,
Wami,,Morogoro,Mvomero Dc,Secondary,
Celina Kombani,,Morogoro,Ulanga Dc,Secondary,
Chirombola,,Morogoro,Ulanga Dc,Secondary,
Euga,,Morogoro,Ulanga Dc,Secondary,
Igota,,Morogoro,Ulanga Dc,Secondary,
Ilonga,,Morogoro,Ulanga Dc,Secondary,
Iragua,,Morogoro,Ulanga Dc,Secondary,
Isongo,,Morogoro,Ulanga Dc,Secondary,
Kichangani,,Morogoro,Ulanga Dc,Secondary,
Kwiro,,Morogoro,Ulanga Dc,Secondary,
Lupiro,,Morogoro,Ulanga Dc,Secondary,
Mahenge,,Morogoro,Ulanga Dc,Secondary,
Mbuga,,Morogoro,Ulanga Dc,Secondary,
Minepa,,Morogoro,Ulanga Dc,Secondary,
Mwaya,,Morogoro,Ulanga Dc,Secondary,
Nawenge,,Morogoro,Ulanga Dc,Secondary,
Ulanga,,Morogoro,Ulanga Dc,Secondary,
Uponera,,Morogoro,Ulanga Dc,Secondary,
Vigoi,,Morogoro,Ulanga Dc,Secondary,
Chidya,,Mtwara,Masasi Dc,Secondary,
Chikoropola,,Mtwara,Masasi Dc,Secondary,
Chiungutwa,,Mtwara,Masasi Dc,Secondary,
Chiwale,,Mtwara,Masasi Dc,Secondary,
Chiwata,,Mtwara,Masasi Dc,Secondary,
Isdore Shirima,,Mtwara,Masasi Dc,Secondary,
Lukuledi,,Mtwara,Masasi Dc,Secondary,
Lulindi,,Mtwara,Masasi Dc,Secondary,
Lupaso,,Mtwara,Masasi Dc,Secondary,
Makongonda,,Mtwara,Masasi Dc,Secondary,
Mbemba,,Mtwara,Masasi Dc,Secondary,
Mbuyuni,,Mtwara,Masasi Dc,Secondary,
Mkalapa,,Mtwara,Masasi Dc,Secondary,
Mkululu,,Mtwara,Masasi Dc,Secondary,
Mnavira,,Mtwara,Masasi Dc,Secondary,
Mpindimbi,,Mtwara,Masasi Dc,Secondary,
Mwena,,Mtwara,Masasi Dc,Secondary,
Namajani,,Mtwara,Masasi Dc,Secondary,
Namalenga,,Mtwara,Masasi Dc,Secondary,
Namatutwe,,Mtwara,Masasi Dc,Secondary,
Namombwe,,Mtwara,Masasi Dc,Secondary,
Namwanga,,Mtwara,Masasi Dc,Secondary,
Nanganga,,Mtwara,Masasi Dc,Secondary,
Nangoo,,Mtwara,Masasi Dc,Secondary,
Nanjota,,Mtwara,Masasi Dc,Secondary,
Ndanda,,Mtwara,Masasi Dc,Secondary,
Ndwika,,Mtwara,Masasi Dc,Secondary,
Sindano,,Mtwara,Masasi Dc,Secondary,
Anna Abdallah,,Mtwara,Masasi Tc,Secondary,
